0.084 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011111110504781311, 0.015111110964424213, 0.04199999982537702, 0.06844444431729484 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002535211129909471, 0.004458333300439942, 0.01223611107629206, 0.02087499995407052, 0.03141666661378123, 0.041874999950432534, 0.05416666659943143, 0.06791999992675149, 0.08084057964222988, 0.09555555547066938, 0.11022222215844531, 0.1160000000388051, 0.09777777799192448 
0.08 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008333332757320022, 0.014472222082249867, 0.04124999983356247, 0.06791666654506386, 0.08143589740580817 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00016901407163808014, 0.004263888858117652, 0.012041666633891173, 0.020624999956799003, 0.03113888883892282, 0.04162499995316102, 0.05383333326960134, 0.0675733332638515, 0.08052173906588186, 0.09516666658602481, 0.1099444443835869, 0.11616666670365278, 0.09866666687147141, 0.05515384646075667 
0.069 -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009861111051993957, 0.035624999840383684, 0.0639583332149306, 0.08047435894534603, 0.08246153849060785 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029154929451200005, 0.010583333301736815, 0.018749999959072738, 0.029055555507273737, 0.03974999995543476, 0.051333333271622435, 0.06497333326687829, 0.07813043472007306, 0.0923521126030283, 0.10780555547279154, 0.11741666670213695, 0.10533333353274847, 0.06496153875747046, 0.017846154056906913 
0.054 -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008749999944925044, 0.03268055542875403, 0.061847222110646305, 0.07996153843434331, 0.0829538461812072, 0.07511111118225382 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002577464777249054, 0.009805555526552781, 0.01774999996271072, 0.027944444399755693, 0.03874999995907274, 0.04999999994260078, 0.06358666660518904, 0.07685507240540151, 0.09088732387558753, 0.10624999992289506, 0.11786111105598, 0.10888888907680622, 0.07019230796969819, 0.021415384813752193, 0.0 
0.038 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007777777721186997, 0.03044444431325264, 0.05999999983629095, 0.0795128204848839, 0.0833846154127204, 0.07618055562836566, 0.06221917818238127 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002281690128824802, 0.009124999969936147, 0.016902777747674628, 0.026972222175624654, 0.037874999957708495, 0.04883333327364353, 0.062373333269905094, 0.07573913037426425, 0.08960563373241577, 0.1048888888096618, 0.11688888883184897, 0.11200000003637979, 0.07476923105418425, 0.024538461742222795, 0.0, 0.0 
0.021 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006527777726745019, 0.027569444324873967, 0.05662499985129761, 0.07873611100636202, 0.0839384615641969, 0.07755555562225183, 0.06406849324366537, 0.047014084610594385 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019014084402774216, 0.008249999973826763, 0.01602777775121155, 0.025749999962710716, 0.036749999962710715, 0.04733333327970683, 0.06081333327676584, 0.07430434777141871, 0.08795774641537712, 0.10313888881744303, 0.11563888883690171, 0.11275000003304497, 0.08044444462086396, 0.02855384634042754, 0.0, 0.0, 0.0 
0.009 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005416666615633908, 0.0250138887682854, 0.053624999851297615, 0.07662499989439756, 0.08355128202442176, 0.07877777784447405, 0.06571232886100485, 0.04881690151172571, 0.030444444558209882 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015633802711767359, 0.007472222196048987, 0.01524999997311938, 0.02474999996271072, 0.0357222221806774, 0.045999999945834535, 0.05942666661003191, 0.07302898545210743, 0.08649295768260748, 0.10158333326188747, 0.11452777772534148, 0.11341666669971164, 0.08400000017785675, 0.03357692335089804, 0.0, 0.0, 0.0, 0.0 
0.002 -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004305555508564996, 0.022458333220993894, 0.050624999862211556, 0.07451388879011327, 0.08303846151341905, 0.08000000002507407, 0.0673561644723641, 0.050619718406298427, 0.032333333440990555, 0.015666666744276882 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012253521033057891, 0.006694444421100747, 0.014472222197856748, 0.023749999966348696, 0.034611111073159354, 0.044749999962710715, 0.05803999994834264, 0.0717536231374359, 0.08502816895516671, 0.10002777771199099, 0.11341666661782343, 0.11408333336395299, 0.0875555557219145, 0.03880769256312578, 1.8178700211812782e-10, 0.0, 0.0, 0.0, 0.0 
0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031944443974538848, 0.019902777664405333, 0.04762499986221155, 0.0724027776781488, 0.0825256410005507, 0.08049230771746442, 0.06900000006669628, 0.052422535307429755, 0.034222222330642975, 0.017000000077610215, 0.00588888893573348 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008873239342051033, 0.00591666664332297, 0.013694444419764577, 0.022749999966348695, 0.03349999996159911, 0.043749999962710714, 0.05666666661681288, 0.07047826081812461, 0.08356338022239708, 0.09847222215643545, 0.11230555550626319, 0.11475000003061965, 0.09111111127890727, 0.04403846179438294, 0.0035692309516170695, 0.0, 0.0, 0.0, 0.0, 0.0 
-0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002222222177758037, 0.017666666558201004, 0.04499999986903276, 0.07055555545998002, 0.08207692305295691, 0.0809230769471866, 0.07006944450836172, 0.05400000008372335, 0.035875000104794, 0.018166666741245233, 0.006569444489795667, 0.0010958904238805899 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005915492870105902, 0.005236111089535876, 0.01301388886570239, 0.02187499996862243, 0.03252777774151027, 0.04287499996498445, 0.055499999952706276, 0.06930666661366407, 0.08228169008455419, 0.09711111104886125, 0.11133333328617434, 0.11533333336243716, 0.09422222238319156, 0.04861538485983957, 0.0066923078671028875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
